CaseNumber;Year;Month;FY;AcquiringFirm;TargetFirm;Size;Phase;Sector;SIC;Approval_Status;Joint_Venture;Joint_Control;Overlap_Type;Product_Market;Geographic_Market;TOH_Assess;Barriers_Assess;Barriers_Significant;Barriers_Identified;Barriers_Regulatory;Barriers_Structural;Barriers_Strategic;Entry_Assess;Num_Entered;Expansion_Assess;Num_Expand;Countervail_Assess;Countervail_Finding;Import_Comp;Import_Share;Import_Constraint;Efficiency_prov;Efficiency_substantive;Counterfactual_Assess;PublicInterest_Assess;PublicInterest_Identified;Conditions;Conditions_Comp_Type;Conditions_PI_Type
2012Jan0003;2012;Jan;2011/12;Tenova S,p,A;Bateman Engineering N,V,;I;2;Manufacturing;35640;Approved;No;No;Horizontal and vertical;Provision of BMH equipment ;National;Input foreclosure/customer foreclosure;Yes;;Regulatory/Structural;Licensing/ Registration restrictions;Capital investment costs/ Network effects;;No;;No;;Yes;Yes;No;;;No;;No;Yes;Effects on industrial/Regional & employment;;;
2012Jan0004;2012;Jan;2011/12;Bytes Technology Group South Africa (Pty) Ltd;Unisys Africa (Pty) Ltd;L;2;IT;86900;Approved;No;No;Horizontal and vertical;The market for cheque processing systems;National;;Yes;;Structural/Strategic advantages;;;;Yes;Not specified;No;;Yes;No;No;;;No;;No;Yes;effect on employment;;;
2012Jan0004;2012;Jan;2011/12;Bytes Technology Group South Africa (Pty) Ltd;Unisys Africa (Pty) Ltd;L;2;IT;86900;Approved;No;No;Horizontal and vertical;The market for maintenance, support, and upgrade services;National;;Yes;;Structural/Strategic advantages;;;;Yes;Not specified;No;;Yes;No;No;;;No;;No;Yes;effect on employment;;;
2012Jan0004;2012;Jan;2011/12;Bytes Technology Group South Africa (Pty) Ltd;Unisys Africa (Pty) Ltd;L;2;IT;86900;Approved;No;No;Horizontal and vertical;The market for managed services;National;;Yes;;Structural/Strategic advantages;;;;Yes;Not specified;No;;Yes;No;No;;;No;;No;Yes;effect on employment;;;
2012Jan0004;2012;Jan;2011/12;Bytes Technology Group South Africa (Pty) Ltd;Unisys Africa (Pty) Ltd;L;2;IT;86900;Approved;No;No;Horizontal and vertical;The market for systems integration;National;;Yes;;Structural/Strategic advantages;;;;Yes;Not specified;No;;Yes;No;No;;;No;;No;Yes;effect on employment;;;
2012Jan0007;2012;Jan;2011/12;Zeder Financial Services Limited;Agrico Machinery (Pty) Ltd, in respect of Agricol Holdings Limited;L;2;Agriculture;11400;Approved with conditions;No;No;None;;;None;Yes;;Regulatory/Structural/Strategic advantages;Licensing/ Registration restrictions;Capital investment costs/ Network effects;Others;No;;No;;Yes;Yes;No;;;No;;No;Yes;Effects on industrial/Regional & employment;competition;Behavioural;
2012Jan0009;2012;Jan;2011/12;Gamlath Ralalage Lalith Kumara Senarathne;Johnson Crane Hire (Pty) Ltd;I;1;Renting;85220;Approved;No;No;None;General market for the hiring of mobile cranes and lifting equipment;;None;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;Effects on industrial/Regional & employment;;;
2012Jan0016;2012;Jan;2011/12;Redefine Properties Limited;"The Trustees for the time being of The Growthpoint Securitisation Warehouse Trust in respect of the property letting enterprise referred to as ""Sturdee Avenue""";I;1;Property;84130;Approved;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012Jan0019;2012;Jan;2011/12;Anglo American Plc;De Beers SA;L;1;Mining;25200;Approved;No;No;None;;National;;No;;;;;;;;;;;;;;;;;;Yes;effect on employment;;;
2012Jan0021;2012;Jan;2011/12;Bright Idea Projects 66 cc, trading as All Fuels;Chevron South Africa (Pty) Ltd on behalf of the Caltex KZN South Retail Business;I;1;Manufacturing;33210;Approved;No;No;Horizontal;Downstream market for commercial or wholesale, retail and marketing of the petroleum products (Diesel);Kwazulu Natal;;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;effect on employment;;;
2012Jan0021;2012;Jan;2011/12;Bright Idea Projects 66 cc, trading as All Fuels;Chevron South Africa (Pty) Ltd on behalf of the Caltex KZN South Retail Business;I;1;Manufacturing;33210;Approved;No;No;Horizontal;Downstream market for commercial or wholesale, retail and marketing of the petroleum products (Illuminating parraffin);Kwazulu Natal;;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;effect on employment;;;
2012Jan0021;2012;Jan;2011/12;Bright Idea Projects 66 cc, trading as All Fuels;Chevron South Africa (Pty) Ltd on behalf of the Caltex KZN South Retail Business;I;1;Manufacturing;33210;Approved;No;No;Horizontal;Downstream market for commercial or wholesale, retail and marketing of the petroleum products (Lubricants);Kwazulu Natal;;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;effect on employment;;;
2012Jan0021;2012;Jan;2011/12;Bright Idea Projects 66 cc, trading as All Fuels;Chevron South Africa (Pty) Ltd on behalf of the Caltex KZN South Retail Business;I;1;Manufacturing;33210;Approved;No;No;Horizontal;Downstream market for commercial or wholesale, retail and marketing of the petroleum products (Petrol);Kwazulu Natal;;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;effect on employment;;;
2012Jan0022;2012;Jan;2011/12;Joint DEG-FMO Representative Office Southern Africa;DEG Regional Office Southern Africa and FMO Regional Office Southern Africa;S;1;Finance;81990;Approved;Yes;Yes;None;Providing developmental finance;South Africa;;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;effect on employment;;;
2012Jan0027;2012;Jan;2011/12;RTT Group (Pty) Ltd;3D Marketing Services, a division of Shallvest 5051 (Pty) Ltd;L;2;Transport;71239;Withdrawn;No;No;None;;National;Unilateral effects;Yes;;Structural;;Economies of scale / Network effects;;No;;No;;Yes;Yes;No;;No;No;;No;Yes;Effects on industrial/Regional & employment;;;
2012Jan0028;2012;Jan;2011/12;The Lion Match Company (Pty) Ltd;Beige Holdings Limited;I;1;Manufacturing;33542;Approved;No;No;None;;;Tying/Bundling;No;;;;;;No;;No;;Yes;No;No;;;No;;No;Yes;effect on employment;;;
2012Jan0031;2012;Jan;2011/12;DCD-Dorbyl (Proprietary) Limited;Elgin Brown & Hamer Group Holdings (Proprietary) Limited;I;3;Building and repairing of ships;38410;Approved with conditions;No;No;Horizontal;The market for general ship repairs including oil and gas repairers;International;Unilateral effects/coordinated effects;Yes;;Strategic advantages;;;Excess capacity / Private standards;Yes;3;No;;Yes;Yes;No;;;Yes;;No;Yes;effects on employment & ability of national industries to compete in international markets;competition;Structural;
2012Jan0035;2012;Jan;2011/12;The Lion Match Company (Pty) Ltd;Nkunzi Unsgaard (Pty) Ltd;I;1;Manufacturing;33542;Approved;No;No;None;;;None;No;;;;;;No;;No;;No;;No;;No;No;;No;Yes;None;;;
2012Jan0036;2012;Jan;2011/12;Newshelf 1167 (Pty) Ltd;Reldann Investments No, 12 (Pty) Ltd;I;1;Manufacturing;30522;Approved;No;No;;;;;;;;;;;No;;;;;;;;;No;No;No;No;;;;
2012Feb0039;2012;Feb;2011/12;Pepkor Capital (Pty) Ltd;Flash Mobile Cash (Pty) Ltd, Sharedphone International (Pty) Ltd and Take It Eazi Vending (Pty) Ltd;L;1;Retail;62399;Approved;No;No;Horizontal and vertical;market for the sale of hardware;National;Input foreclosure;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;effects on industrial/regional & employment & small business/firm & ability of national industries to compete in international markets;;;
2012Feb0039;2012;Feb;2011/12;Pepkor Capital (Pty) Ltd;Flash Mobile Cash (Pty) Ltd, Sharedphone International (Pty) Ltd and Take It Eazi Vending (Pty) Ltd;L;1;Retail;62399;Approved;No;No;Horizontal and vertical;market for the wholesale of pre-paid airtime;National;Input foreclosure;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;effects on industrial/regional & employment & small business/firm & ability of national industries to compete in international markets;;;
2012Feb0039;2012;Feb;2011/12;Pepkor Capital (Pty) Ltd;Flash Mobile Cash (Pty) Ltd, Sharedphone International (Pty) Ltd and Take It Eazi Vending (Pty) Ltd;L;1;Retail;62399;Approved;No;No;Horizontal and vertical;market for the wholesale of pre-paid electricity;National;Input foreclosure;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;effects on industrial/regional & employment & small business/firm & ability of national industries to compete in international markets;;;
2012Feb0042;2012;Feb;2011/12;The Buffshelf 18 Trust;The 921 properties situated in Burgersfort and Rusternburg, owned by subsidiaries of Impala Platinum Holdings Limited;L;1;Property;84130;Approved;No;No;Horizontal;Residential Properties;Bugersfort and Rustenburg;None;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;Effects on industrial/Regional & employment;;;
2012Feb0043;2012;Feb;2011/12;Transnet Soc Limited;Airports Company South Africa Soc Limited;L;1;Property;84130;Approved;No;No;Horizontal;the market for rentable industrial properties ;Durban node and environs;;No;;;;;;No;;No;;No;;No;;No;No;No;No;No;effects on industrial/regional & employment & small business/firm & ability of national industries to compete in international markets;;;
2012Feb0044;2012;Feb;2011/12;Fortress Income 2 (Pty) Ltd;The trustees for the time being of the John McCormick Family Trust, in respect of 50% interest in Evaton Plaza Share Block (Pty) Ltd;I;1;Property;84130;Approved;No;No;None;Supply of rentable retail space in convenience centres;Evaton node;;No;;;;;;No;;No;;No;;No;;No;No;;No;No;;;;
2012Feb0049;2012;Feb;2011/12;Unitrans Supply Chain Solutions (Pty) Ltd;Tanzer Transport (Pty) Ltd;L;1;Transport;71239;Approved;No;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012Feb0050;2012;Feb;2011/12;Morula Property Investments 2 (Pty) Ltd;Pangbourne Properties Limited, in respect of 46 property letting enterprises;S;1;;;Withdrawn;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012Feb0051;2012;Feb;2011/12;Proud Heritage Properties 283 (Pty) Ltd;Pangbourne Properties Limited, in respect of 25 property letting enterprises;S;1;;;Withdrawn;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012Feb0052;2012;Feb;2011/12;Sumitomo Corporation;RBS Aerospace Limited, RBS Aerospace (UK) Limited, RBS Australia Leasing (Pty) Ltd and four aircraft of Lombard Global Finance Company;I;1;Transport;74139;Approved;No;No;None;undefined;international;;No;;;;;;No;;No;;No;;No;;No;No;;No;Yes;effect on employment;;;
2012Feb0053;2012;Feb;2011/12;Shelf Line 139 (Pty) Ltd, trading as Overland Cash & Carry Vryburg;Certain Stores of Metcash Trading Africa (Pty) Ltd;I;2;Retail;62209;Approved;No;No;Horizontal;Market for the wholesaling of grocery products and general merchandise;40km radius of the merging parties' stores in Strand and Khayelitsha;;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;effect on employment;;;
2012Feb0054;2012;Feb;2011/12;Kagiso Media Limited;Juta and Company Limited, Imfundo Investments (Pty) Ltd and Juta Investments (Pty) Ltd;L;1;Publishing;32420;Approved;No;No;None;undefined;undefined;;No;;;;;;No;;No;;No;;No;;No;No;;No;Yes;effect on employment;;;
2012Feb0066;2012;Feb;2011/12;Kit Kat Cash & Carry;The target firms under the control of Metcash Trading Africa (Pty) Ltd;I;2;Retail;62209;Approved;No;No;Horizontal;the wholesaling of grocery and general merchandise products;Pretoria;;Yes;;Structural;;;;No;;No;;No;;No;;No;No;No;No;Yes;effect on employment;;;
2012Feb0071;2012;Feb;2011/12;Spartan Parent Holdings Inc,;TransUnion Corp;I;1;Services;88991;Approved;No;No;None;;;;No;;;;;;No;;;;;;;;No;No;No;No;No;;;;
2012Feb0072;2012;Feb;2011/12;The Trustees for the time being of the Mergence Africa Properties Investment Trust;Nquthu Plaza Share Block (Pty) Ltd, Bochum Plaza (Pty) Ltd and Blouberg Plaza (Pty) Ltd;I;1;Property;84130;Approved with conditions;No;No;Horizontal;provision of rentable retail space in convenience-based shopping centres;Local( radius of approximately 10 km or less);None;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;effect on employment;public interest;;effects on employment & small business/firm 
2012Feb0075;2012;Feb;2011/12;Growthpoint Properties Limited;Liberty Group Limited, in respect of 64,29% of the business enterprise known as ''Alberton City'';L;1;Property;84130;Approved with conditions;No;No;Horizontal;Provision of rentable retail space;Alberton node;Coordinated effects;No;;;;;;No;;No;;No;;No;;No;No;;No;Yes;Effects on employment & small business/firm ;public interest;Structural;Effects on employment & small business/firm 
2012Feb0080;2012;Feb;2011/12;Wilru Investments One Hundred and Thirty Four (Pty) Ltd;Exxaro Base Metals Namibia (Pty) Ltd;L;1;Mining;25399;Approved;No;No;None;undefined;undefined;;No;;;;;;No;;No;;No;;No;;No;No;;No;Yes;effect on employment;;;
2012Feb0084;2012;Feb;2011/12;BKB Limited;KLK Landbou Limited;I;2;;30111;Abandoned;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012Feb0087;2012;Feb;2011/12;Babcock Africa Services (Pty) Ltd;Target Crane Hire (Pty) Ltd;I;2;Manufacturing;35690;Approved;No;No;Horizontal and vertical;Hiring of mobile cranes with a tonnage capacity of 8 tons and higher;National;Input foreclosure/customer foreclosure;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;effects on employment & ability of national industries to compete in international markets;;;
2012Mar0095;2012;Mar;2011/12;Oakleaf Investments Holdings 76 (Pty) Ltd;Opiconsivia Investments 230 (Pty) Ltd c/o AfriSam Consortium (Pty) Ltd;L;1;Manufacturing;34340;Approved;No;Yes;None;"Primary Acquiring Firm: Special Purpose Vehicle
Primary Target Firm: Special Purpose Vehcle";Not specified;;No;;;;;;No;;No;;No;;No;;No;No;;No;Yes;Effects on industrial/Regional & employment;;;
2012Mar0098;2012;Mar;2011/12;Business Venture Investments No, 1622 ;Evander Gold Mines Limited;I;1;Mining;23000;Approved;No;No;Horizontal;Production and supply of gold;International;None;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;effect on employment;;;
2012Mar0099;2012;Mar;2011/12;Litha Healthcare Group Limited;Pharmaplan (Pty) Ltd;I;2;Manufacturing;33530;Approved;No;No;Horizontal;"Supply of the pharmaceutical products of the following ATC3 categories: C8A; D11A; D2A; N2B; N5A; N6A; R6A";;;No;;;;;;No;;No;;Yes;Yes;No;;No;No;;No;Yes;None;;;
2012Mar0100;2012;Mar;2011/12;Boxer Super Stores (Pty) Ltd;Metcash Trading Africa (Pty) Ltd;L;3;Retail;62209;Approved;No;No;Horizontal;The retailing of grocery and general merchandise products;Cofimvaba Town;Loss of potential competition;Yes;;Structural;;Economies of scale;;No;;No;;No;;No;;No;No;;No;Yes;Effects on industrial/Regional & employment & small business/firm ;;;
2012Mar0100;2012;Mar;2011/12;Boxer Super Stores (Pty) Ltd;Metcash Trading Africa (Pty) Ltd;L;3;Retail;62209;Approved;No;No;Horizontal;The retailing of grocery and general merchandise products;Giyani Town;Loss of potential competition;Yes;;Structural;;Economies of scale;;No;;No;;No;;No;;No;No;;No;Yes;Effects on industrial/Regional & employment & small business/firm ;;;
2012Mar0100;2012;Mar;2011/12;Boxer Super Stores (Pty) Ltd;Metcash Trading Africa (Pty) Ltd;L;3;Retail;62209;Approved;No;No;Horizontal;The retailing of grocery and general merchandise products;Lusikisiki Town;Loss of potential competition;Yes;;Structural;;Economies of scale;;No;;No;;No;;No;;No;No;;No;Yes;Effects on industrial/Regional & employment & small business/firm ;;;
2012Mar0100;2012;Mar;2011/12;Boxer Super Stores (Pty) Ltd;Metcash Trading Africa (Pty) Ltd;L;3;Retail;62209;Approved;No;No;Horizontal;The retailing of grocery and general merchandise products;Matatiele;Loss of potential competition;Yes;;Structural;;Economies of scale;;No;;No;;No;;No;;No;No;;No;Yes;Effects on industrial/Regional & employment & small business/firm ;;;
2012Mar0100;2012;Mar;2011/12;Boxer Super Stores (Pty) Ltd;Metcash Trading Africa (Pty) Ltd;L;3;Retail;62209;Approved;No;No;Horizontal;The retailing of grocery and general merchandise products;Middleburg;Loss of potential competition;Yes;;Structural;;Economies of scale;;No;;No;;No;;No;;No;No;;No;Yes;Effects on industrial/Regional & employment & small business/firm ;;;
2012Mar0100;2012;Mar;2011/12;Boxer Super Stores (Pty) Ltd;Metcash Trading Africa (Pty) Ltd;L;3;Retail;62209;Approved;No;No;Horizontal;The wholesaling of grocery and general merchandise ;Cofimvaba Town and towns within a radius of 80 -120 km of Cofimvaba;Loss of potential competition;Yes;;Structural;;Economies of scale;;No;;No;;No;;No;;No;No;;No;Yes;Effects on industrial/Regional & employment & small business/firm ;;;
2012Mar0107;2012;Mar;2011/12;Rebosis Property Fund Limited;Dream World Investments 374 (Pty) Ltd;I;1;Property;84130;Approved;No;No;Horizontal;None;None;None;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;effect on employment;;;
2012Mar0109;2012;Mar;2011/12;Anglogold Ashanti Limited;First Uranium Properetary Limited;L;1;Mining;23000;Approved;No;No;Horizontal;production and supply of gold;International;None;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;effects on industrial/regional & employment & small business/firm & ability of national industries to compete in international markets;;;
2012Mar0109;2012;Mar;2011/12;Anglogold Ashanti Limited;First Uranium Properetary Limited;L;1;Mining;23000;Approved;No;No;Horizontal;production and supply of primary/secondary uranium;International;None;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;effects on industrial/regional & employment & small business/firm & ability of national industries to compete in international markets;;;
2012Mar0117;2012;Mar;2011/12;Rio Tinto International Holdings Limited;Richards Bay Mining Holdings (Pty) Ltd and Richards Bay Titanium Holdings (Pty) Ltd;L;3;Mining;25399;Approved;No;No;None;undefined;undefined;;No;;;;;;No;;No;;No;No;No;;No;No;;No;Yes;effect on employment;;;
2012Mar0121;2012;Mar;2011/12;Assupol Life Limited;Prosperity Life Limited;I;1;Insurance;82110;Approved;No;No;Horizontal;Long-term group insurance;National;;No;;;;;;No;;No;;No;;No;;No;No;;No;No;;;;
2012Mar0121;2012;Mar;2011/12;Assupol Life Limited;Prosperity Life Limited;I;1;Insurance;82110;Approved;No;No;Horizontal;Long-term individual insurance;National;;No;;;;;;No;;No;;No;;No;;No;No;;No;No;;;;
2012Mar0124;2012;Mar;2011/12;Rebosis Property Fund Limited;Square Peg Properties cc;I;1;Property;84130;Approved;No;No;Horizontal;Grade B rental office space;Johannesburg;None;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;None;;;
2012Mar0124;2012;Mar;2011/12;Rebosis Property Fund Limited;Square Peg Properties cc;I;1;Property;84130;Approved;No;No;Horizontal;Grade B rental office space;Pietermaritzberg;None;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;None;;;
2012Mar0124;2012;Mar;2011/12;Rebosis Property Fund Limited;Square Peg Properties cc;I;1;Property;84130;Approved;No;No;Horizontal;Grade B rental office space;Pretoria;None;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;None;;;
2012Mar0125;2012;Mar;2011/12;Rebosis Property Fund Limited;Ziningi Properties (Pty) Ltd;I;1;Property;84130;Approved;No;No;Horizontal;None;None;None;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;None;;;
2012Mar0126;2012;Mar;2011/12;Rymco (Pty) Ltd;Yeastpro (Pty) Ltd;I;3;Manufacturing;30499;Approved with conditions;No;No;Vertical ;Broad downstream market for the distribution of yeast;National and international;Unilateral effects/coordinated effects;Yes;;Regulatory/Structural;Licensing/ Registration restrictions;Economies of scale / Capital investment costs;;No;;No;;Yes;Yes;No;;No;Yes;No;No;Yes;Effects on industrial/Regional & employment;both;Structural;Effects on industrial/Regional & employment
2012Mar0126;2012;Mar;2011/12;Rymco (Pty) Ltd;Yeastpro (Pty) Ltd;I;3;Manufacturing;30499;Approved with conditions;No;No;Vertical ;Narrow international market for the distribution of dry yeast;International;Unilateral effects/coordinated effects;Yes;;Structural;;Capital investment costs;;No;;No;;Yes;Yes;No;;No;Yes;No;No;Yes;Effects on industrial/Regional & employment;both;Structural;Effects on industrial/Regional & employment
2012Mar0126;2012;Mar;2011/12;Rymco (Pty) Ltd;Yeastpro (Pty) Ltd;I;3;Manufacturing;30499;Approved with conditions;No;No;Vertical ;Narrow national market for the distribution of wet yeast;National;Unilateral effects/coordinated effects;Yes;;Structural;;Capital investment costs;;No;;No;;Yes;Yes;No;;No;Yes;No;No;Yes;Effects on industrial/Regional & employment;both;Structural;Effects on industrial/Regional & employment
2012Mar0126;2012;Mar;2011/12;Rymco (Pty) Ltd;Yeastpro (Pty) Ltd;I;3;Manufacturing;30499;Approved with conditions;No;No;Vertical ;Upstream market for the manufacturing of yeast;National;Unilateral effects/coordinated effects;Yes;;;;;;No;;No;;Yes;Yes;No;;No;Yes;No;No;Yes;Effects on industrial/Regional & employment;both;Structural;Effects on industrial/Regional & employment
2012Mar0128;2012;Mar;2011/12;Jay and Jayendra (Pty) Ltd;Lesedi Nuclear Services (Pty) Ltd;L;1;Manufacturing;33300;Approved;No;No;None;Construction Industry;;None;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;effect on employment;;;
2012Mar0128;2012;Mar;2011/12;Jay and Jayendra (Pty) Ltd;Lesedi Nuclear Services (Pty) Ltd;L;1;Manufacturing;33300;Approved;No;No;None;Specialised Engineering Services;;None;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;effect on employment;;;
2012Mar0129;2012;Mar;2011/12;Uvundlu Investments (Pty) Ltd;"Bobcat Equipment South Africa (Pty) Ltd and Bobcat
Equipment Rental (Pty) Ltd";I;1;Renting of construction equipment;85220;Approved;No;No;None;None;None;None;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;effect on employment;;;
2012Mar0131;2012;Mar;2011/12;Business Venture Investments No, 1624 (Pty) Ltd and Business Venture Investments No, 1623 (Pty) Ltd;Waco Africa (Pty) Ltd and Waco Africa Holdings Limited;L;2;Rental;85220;Approved with conditions;No;No;None;Downstream hiring/renting of scaffolding (including erecting and dismantling);National;Unilateral effects/coordinated effects;No;;;;;;No;;No;;No;;No;;No;No;;No;Yes;effect on employment;competition;Behavioural;
2012Mar0131;2012;Mar;2011/12;Business Venture Investments No, 1624 (Pty) Ltd and Business Venture Investments No, 1623 (Pty) Ltd;Waco Africa (Pty) Ltd and Waco Africa Holdings Limited;L;2;Rental;85220;Approved with conditions;No;No;Horizontal;Upstream manufacture and supply of scaffolding ;National;Unilateral effects/coordinated effects;No;;;;;;No;;No;;No;;No;;No;No;;No;Yes;effect on employment;competition;Behavioural;
2012Mar0136;2012;Mar;2011/12;EOH Abantu (Pty) Ltd;Enablemed (Pty) Ltd;I;1;Insurance;8213;Approved;No;No;None;undefined;undefined;;No;;;;;;No;;No;;No;;No;;No;No;;No;Yes;;;;
2012Mar0140;2012;Mar;2011/12;The City of Cape Town;Naspers Properties (Pty) Ltd;I;1;Transport;74131;Approved;No;No;None;;;None;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;effect on employment;;;
2012Mar0141;2012;Mar;2011/12;Bucyrus Africa Underground (Pty) Ltd;The Mining Services Business conducted by Eqstra NH Equipment (Pty) Ltd;L;3;Manufacturing;35740;Approved;No;No;Horizontal;Manufacturing and supply of rotary blast hole drills;National;Unilateral effects;Yes;;Regulatory/Structural;;;;No;;No;;Yes;;No;;;No;;No;Yes;effect on employment;;;
2012Mar0145;2012;Mar;2011/12;FLSmidth (Pty) Ltd;Ludowici Limited;I;2;Transport;72112;Approved;No;No;Horizontal and vertical;Manufacturing and supply of bulk material handling equipment, including: vibrating screens, vibrating feeder and perforated equipment;National;Input foreclosure/customer foreclosure;Yes;;Structural/Strategic;;;;No;;No;;Yes;;No;;;No;;No;Yes;effect on employment;;;
2012Mar0145;2012;Mar;2011/12;FLSmidth (Pty) Ltd;Ludowici Limited;I;2;Transport;72112;Approved;No;No;Horizontal and vertical;Mineral processing (comminution) process;National;Input foreclosure/customer foreclosure;Yes;;Strategic advantages;;;;No;;No;;Yes;;No;;;No;;No;Yes;effect on employment;;;
2012Mar0146;2012;Mar;2011/12;The Leaf Property Fund Trust;The McKenzie Street Trust, The New Wenbley Trust, The Boulevard Park Trust and Block F and Block G in the scheme known as The Boulevard;I;1;Property;84130;Approved;No;No;Horizontal;market for the rental of grade A office space;undefined;;No;;;;;;No;;No;;No;;No;;No;No;;No;Yes;effect on employment;;;
2012Mar0147;2012;Mar;2011/12;Calibre Capital (Pty) Ltd;Dorbyl Limited;I;1;Manufacturing;35310;Approved;No;No;None;;;None;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;effect on employment;;;
2012Mar0148;2012;Mar;2011/12;Glencor International plc;Xstrata plc;L;3;Mining;25399;Approved with conditions;No;No;Horizontal;Export sales market in relation to the bituminous thermal coal exported by South African producers;International;Unilateral effects/coordinated effects/removal of potential competitor;Yes;;Regulatory, Structural & Strategic advantages;;;;No;;No;;No;;No;;;No;;No;Yes;effects on employment & small business/firm ;public interest;;effect on employment
2012Mar0148;2012;Mar;2011/12;Glencor International plc;Xstrata plc;L;3;Mining;25399;Approved with conditions;No;No;Horizontal;RBCT export allocations;National;Unilateral effects/coordinated effects/removal of potential competitor;Yes;;Regulatory, Structural & Strategic advantages;;;;No;;No;;No;;No;;;No;;No;Yes;effects on employment & small business/firm ;public interest;;effect on employment
2012Mar0148;2012;Mar;2011/12;Glencor International plc;Xstrata plc;L;3;Mining;25399;Approved with conditions;No;No;Horizontal;Residual market in relation to the sale of bituminous thermal coal to domestic customers that are not in the tied domestic market;National;Unilateral effects/coordinated effects/removal of potential competitor;Yes;;Regulatory, Structural & Strategic advantages;;;;No;;No;;Yes;No;No;;;No;;No;Yes;effects on employment & small business/firm ;public interest;;effect on employment
2012Mar0148;2012;Mar;2011/12;Glencor International plc;Xstrata plc;L;3;Mining;25399;Approved with conditions;No;No;Horizontal;Tied domestic market in relation to sale of bithuminous thermal coal through long-term contracts to Eskom;Local ;Unilateral effects/coordinated effects/removal of potential competitor;Yes;;Regulatory, Structural & Strategic advantages;;;;No;;No;;Yes;Yes;Yes;;No;No;;No;Yes;effects on employment & small business/firm ;public interest;;effect on employment
2012Mar0148;2012;Mar;2011/12;Glencor International plc;Xstrata plc;L;3;Mining;25399;Approved with conditions;No;No;Horizontal;Trading of coal;International;Unilateral effects/coordinated effects/removal of potential competitor;Yes;;Regulatory, Structural & Strategic advantages;;;;No;;No;;No;;No;;;No;;No;Yes;effects on employment & small business/firm ;public interest;;effect on employment
2012Mar0151;2012;Mar;2011/12;Advanced Channel Technologies (Pty) Ltd;Digital Chennel Solutions (Pty) Ltd;I;1;Wholesale;61501;Approved;No;No;Horizontal;;;;Yes;;;;;;Yes;3;No;;No;Yes;No;;No;No;;No;Yes;effect on employment;;;
2012Mar0152;2012;Mar;2011/12;TowerBrook Capital Partners (U,K) LLP;Monier Roofing South Africa (Pty) Ltd;I;1;Construction;50390;Approved;No;Yes;None;undefined;undefined;;No;;;;;;No;;No;;No;;No;;No;No;;No;Yes;effect on employment;;;
2012Apr0154;2012;Apr;2012/13;Barloworld South Africa (Pty) Ltd;The Bucyrus Mining Services Business;L;3;Manufacturing;35740;Approved;No;No;Horizontal;Provision of rotary blast hole drills ;National;Unilateral effects/coordinated effects/removal of potential competitor;Yes;;Regulatory/Structural;Licensing / Registration restrictions / Standards and SPS requirements;Capital investment costs/ Network effects;;No;;No;;Yes;Yes;No;;No;No;;No;Yes;Effects on industrial/Regional & employment;;;
2012Apr0154;2012;Apr;2012/13;Barloworld South Africa (Pty) Ltd;The Bucyrus Mining Services Business;L;3;Manufacturing;35740;Approved;No;No;Horizontal;Provision of surface mining trucks;National;Unilateral effects/coordinated effects/removal of potential competitor;Yes;;Regulatory/Structural;Licensing / Registration restrictions / Standards and SPS requirements;Capital investment costs/ Network effects;;No;;No;;Yes;Yes;No;;No;No;;No;Yes;Effects on industrial/Regional & employment;;;
2012Apr0155;2012;Apr;2012/13;ABSA Bank Limited n,o, as Trustees for the time being of Emira Property Fund;Faerie Glen Waterpark (Pty) Ltd, in respect of the propert letting enterprise known as Corporate Park 66;I;1;Property;84130;Approved;No;No;Horizontal;Grade A offices;Centurion node;;No;;;;;;No;;No;;No;;No;;No;No;;No;Yes;Effects on industrial/Regional & employment;;;
